,Product,Price,Links,Brand,Os,Ram,Memory
549,"POCO X6 5G (Snowstorm White, 12 GB RAM 512 GB Storage)","21,999",https://www.amazon.in/POCO-Snowstorm-White-RAM-Storage/dp/B0CSSD9QJR/ref=sr_1_237?crid=1UO0Z6YYHREBN&dib=eyJ2IjoiMSJ9.8-dSj9rc6Gi-0ebAa_OdjiMBreSyqdiSb1rFZynnSflnbGJ7UPiK3VPaQCuezLEWeMHuqzpvJ1-v8OGBSEpW4V8if2iTzAYeNPCAMUF76B3rnQ18QZSHhRT4RVQi9QGUFYOtBUvB81TubkYkN58nl2TSvhDPNhY2WDR4-50QFeFP2ckGm3X7k5alz7Oewz4FVflf-qqp8ucv-HhVoamRrfYDgHyGxcp4Dl78SBPcTHg.ThXHCRFlOHme9ndpLs66Zk10Z9E_8u5Fi9NN25cvuDw&dib_tag=se&keywords=phones&qid=1724398531&sprefix=phone%2Caps%2C229&sr=8-237,POCO,"MIUI 14, Android 13.0",12 GB,
550,"itel A70 (4GB RAM, 128GB ROM) Upto 12GB RAM with Memory Fusion | 13MP Dual Rear Camera & 8MP Front Camera | 5000mAh with Type-C | Dynamic Bar | Side Fingerprint | Octa-Core Processor | Field Green","6,799",https://www.amazon.in/5000mAh-Dynamic-Fingerprint-Octa-Core-Processor/dp/B0CQ7ZTMBR/ref=sr_1_238?crid=1UO0Z6YYHREBN&dib=eyJ2IjoiMSJ9.8-dSj9rc6Gi-0ebAa_OdjiMBreSyqdiSb1rFZynnSflnbGJ7UPiK3VPaQCuezLEWeMHuqzpvJ1-v8OGBSEpW4V8if2iTzAYeNPCAMUF76B3rnQ18QZSHhRT4RVQi9QGUFYOtBUvB81TubkYkN58nl2TSvhDPNhY2WDR4-50QFeFP2ckGm3X7k5alz7Oewz4FVflf-qqp8ucv-HhVoamRrfYDgHyGxcp4Dl78SBPcTHg.ThXHCRFlOHme9ndpLs66Zk10Z9E_8u5Fi9NN25cvuDw&dib_tag=se&keywords=phones&qid=1724398531&sprefix=phone%2Caps%2C229&sr=8-238,Itel,Android 13.0,4 GB,128 GB
551,"Redmi A3 (Lake Blue, 4GB RAM, 128GB Storage) | Premium Halo Design | 90Hz Display | Powerful 4G G36 Processor","7,999",https://www.amazon.in/Redmi-Storage-Premium-Powerful-Processor/dp/B0CV3JC8ZQ/ref=sr_1_239?crid=1UO0Z6YYHREBN&dib=eyJ2IjoiMSJ9.8-dSj9rc6Gi-0ebAa_OdjiMBreSyqdiSb1rFZynnSflnbGJ7UPiK3VPaQCuezLEWeMHuqzpvJ1-v8OGBSEpW4V8if2iTzAYeNPCAMUF76B3rnQ18QZSHhRT4RVQi9QGUFYOtBUvB81TubkYkN58nl2TSvhDPNhY2WDR4-50QFeFP2ckGm3X7k5alz7Oewz4FVflf-qqp8ucv-HhVoamRrfYDgHyGxcp4Dl78SBPcTHg.ThXHCRFlOHme9ndpLs66Zk10Z9E_8u5Fi9NN25cvuDw&dib_tag=se&keywords=phones&qid=1724398531&sprefix=phone%2Caps%2C229&sr=8-239,Redmi,Android 14,4 GB,
552,"POCO X6 5G (Skyline Blue, 8 GB RAM 256 GB Storage)","18,499",https://www.amazon.in/POCO-Skyline-Blue-RAM-Storage/dp/B0D41M2TMD/ref=sr_1_240?crid=1UO0Z6YYHREBN&dib=eyJ2IjoiMSJ9.8-dSj9rc6Gi-0ebAa_OdjiMBreSyqdiSb1rFZynnSflnbGJ7UPiK3VPaQCuezLEWeMHuqzpvJ1-v8OGBSEpW4V8if2iTzAYeNPCAMUF76B3rnQ18QZSHhRT4RVQi9QGUFYOtBUvB81TubkYkN58nl2TSvhDPNhY2WDR4-50QFeFP2ckGm3X7k5alz7Oewz4FVflf-qqp8ucv-HhVoamRrfYDgHyGxcp4Dl78SBPcTHg.ThXHCRFlOHme9ndpLs66Zk10Z9E_8u5Fi9NN25cvuDw&dib_tag=se&keywords=phones&qid=1724398531&sprefix=phone%2Caps%2C229&sr=8-240,POCO,"MIUI 14, Android 13.0",8 GB,
553,"iQOO Z9x 5G (Storm Grey, 4GB RAM, 128GB Storage) | Snapdragon 6 Gen 1 with 560k+ AnTuTu Score | 6000mAh Battery with 7.99mm Slim Design | 44W FlashCharge","12,998",https://www.amazon.in/iQOO-Storage-Snapdragon-6000mAh-FlashCharge/dp/B07WFPMJBH/ref=sr_1_241?crid=1UO0Z6YYHREBN&dib=eyJ2IjoiMSJ9.8-dSj9rc6Gi-0ebAa_OdjiMBreSyqdiSb1rFZynnSflnbGJ7UPiK3VPaQCuezLEWeMHuqzpvJ1-v8OGBSEpW4V8if2iTzAYeNPCAMUF76B3rnQ18QZSHhRT4RVQi9QGUFYOtBUvB81TubkYkN58nl2TSvhDPNhY2WDR4-50QFeFP2ckGm3X7k5alz7Oewz4FVflf-qqp8ucv-HhVoamRrfYDgHyGxcp4Dl78SBPcTHg.ThXHCRFlOHme9ndpLs66Zk10Z9E_8u5Fi9NN25cvuDw&dib_tag=se&keywords=phones&qid=1724398531&sprefix=phone%2Caps%2C229&sr=8-241,iQOO,Funtouch OS 14 based on Android 14,4 GB,128 GB
554,"Samsung Galaxy A35 5G (Awesome Lilac, 8GB RAM, 256GB Storage) | Premium Glass Back | 50 MP Main Camera (OIS) | Nightography | IP67 | Corning Gorilla Glass Victus+ | sAMOLED with Vision Booster","33,999",https://www.amazon.in/Samsung-Awesome-Storage-Premium-Nightography/dp/B0CWPCJFF2/ref=sr_1_242?crid=1UO0Z6YYHREBN&dib=eyJ2IjoiMSJ9.8-dSj9rc6Gi-0ebAa_OdjiMBreSyqdiSb1rFZynnSflnbGJ7UPiK3VPaQCuezLEWeMHuqzpvJ1-v8OGBSEpW4V8if2iTzAYeNPCAMUF76B3rnQ18QZSHhRT4RVQi9QGUFYOtBUvB81TubkYkN58nl2TSvhDPNhY2WDR4-50QFeFP2ckGm3X7k5alz7Oewz4FVflf-qqp8ucv-HhVoamRrfYDgHyGxcp4Dl78SBPcTHg.ThXHCRFlOHme9ndpLs66Zk10Z9E_8u5Fi9NN25cvuDw&dib_tag=se&keywords=phones&qid=1724398531&sprefix=phone%2Caps%2C229&sr=8-242,Samsung,Android 14,8 GB,
555,"OnePlus Nord CE 2 Lite 5G (Blue Tide, 6GB RAM, 128GB Storage)","16,999",https://www.amazon.in/OnePlus-Nord-Lite-128GB-Storage/dp/B09WQYFLRX/ref=sr_1_243?crid=1UO0Z6YYHREBN&dib=eyJ2IjoiMSJ9.8-dSj9rc6Gi-0ebAa_OdjiMBreSyqdiSb1rFZynnSflnbGJ7UPiK3VPaQCuezLEWeMHuqzpvJ1-v8OGBSEpW4V8if2iTzAYeNPCAMUF76B3rnQ18QZSHhRT4RVQi9QGUFYOtBUvB81TubkYkN58nl2TSvhDPNhY2WDR4-50QFeFP2ckGm3X7k5alz7Oewz4FVflf-qqp8ucv-HhVoamRrfYDgHyGxcp4Dl78SBPcTHg.ThXHCRFlOHme9ndpLs66Zk10Z9E_8u5Fi9NN25cvuDw&dib_tag=se&keywords=phones&qid=1724398531&sprefix=phone%2Caps%2C229&sr=8-243,OnePlus,OxygenOS,6 GB,128 GB
556,"TECNO Spark GO 2024 | Gravity Black, (4GB+64GB)| Segment First 90Hz Dot-in Display with Dynamic Port & Dual Speakers with DTS| 5000mAh| 10W Type-C| Fingerprint Sensor| Octa-Core Processor","7,199",https://www.amazon.in/Gravity-Speakers-Fingerprint-Octa-Core-Processor/dp/B0CMZN8MYN/ref=sr_1_244?crid=1UO0Z6YYHREBN&dib=eyJ2IjoiMSJ9.8-dSj9rc6Gi-0ebAa_OdjiMBreSyqdiSb1rFZynnSflnbGJ7UPiK3VPaQCuezLEWeMHuqzpvJ1-v8OGBSEpW4V8if2iTzAYeNPCAMUF76B3rnQ18QZSHhRT4RVQi9QGUFYOtBUvB81TubkYkN58nl2TSvhDPNhY2WDR4-50QFeFP2ckGm3X7k5alz7Oewz4FVflf-qqp8ucv-HhVoamRrfYDgHyGxcp4Dl78SBPcTHg.ThXHCRFlOHme9ndpLs66Zk10Z9E_8u5Fi9NN25cvuDw&dib_tag=se&keywords=phones&qid=1724398531&sprefix=phone%2Caps%2C229&sr=8-244,Tecno,Android 13.0,4 GB,64 GB
557,Apple iPhone 15 Plus (128 GB) - Green,"79,999",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMDkyMjMwNTM4NTQ5MzA5OjE3MjQzOTg1MzE6c3BfYnRmOjMwMDA1NzU5NDUzOTgzMjo6MDo6&url=%2FApple-iPhone-15-Plus-128%2Fdp%2FB0CHWZCY43%2Fref%3Dsr_1_245_sspa%3Fcrid%3D1UO0Z6YYHREBN%26dib%3DeyJ2IjoiMSJ9.8-dSj9rc6Gi-0ebAa_OdjiMBreSyqdiSb1rFZynnSflnbGJ7UPiK3VPaQCuezLEWeMHuqzpvJ1-v8OGBSEpW4V8if2iTzAYeNPCAMUF76B3rnQ18QZSHhRT4RVQi9QGUFYOtBUvB81TubkYkN58nl2TSvhDPNhY2WDR4-50QFeFP2ckGm3X7k5alz7Oewz4FVflf-qqp8ucv-HhVoamRrfYDgHyGxcp4Dl78SBPcTHg.ThXHCRFlOHme9ndpLs66Zk10Z9E_8u5Fi9NN25cvuDw%26dib_tag%3Dse%26keywords%3Dphones%26qid%3D1724398531%26sprefix%3Dphone%252Caps%252C229%26sr%3D8-245-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Apple,iOS,,128 GB
558,Apple iPhone 15 Plus (128 GB) - Green,"79,999",https://www.amazon.in/Apple-iPhone-15-Plus-128/dp/B0CHWZCY43/ref=sr_1_270?crid=1UO0Z6YYHREBN&dib=eyJ2IjoiMSJ9.wQc_wKp-jVLlCiT3IEv22Ua0wUbzYJ-D2WaqzIgcFgKCDQErp0mUx_qQuGJx1vVCdEZgO1dBDBFl73EL260hrrVbC63QOhG9s8vS13_DoETUH7gCQ6xd8PbXs-73X7cWsL_2Rb9Wk0Z6edwWX6GJ-zzRnJXwnlG2ltRHhF_wk08WjYSRmY8A8zwKf8H4a9lyuYPIktjD8HN9ZZ-pkhP0V34_1SoTf-QCo5Qd6QjOQ3c.078D7pCauVAG8TGRe-AFPeQJAt-VaLbFauiI4sDE1mw&dib_tag=se&keywords=phones&qid=1724398540&sprefix=phone%2Caps%2C229&sr=8-270,Apple,iOS,,128 GB
559,Apple iPhone 15 Plus (128 GB) - Green,"79,999",https://www.amazon.in/Apple-iPhone-15-Plus-128/dp/B0CHWZCY43/ref=sr_1_284?crid=1UO0Z6YYHREBN&dib=eyJ2IjoiMSJ9.ZABlSNpYynU7wQSvglGpV19V9CfT_LJfxMmfmVPtKpVSbksHoDLI4Pf56bEvLQ3BKW1YGnyl6slWTzpFijKDOTUTMEhCQ2ckCR0lp9jkUnjICLBYqvLOhRcP7VnCqzjYJP-NYoRb9nwtN70NeW5RxshZyU1QdXv4lCuDFSMPknHMchYL4ojs0L9sp8EF1UUH-_gxN1zNyMN3SZXpr8DdpgjgPzxWIkKoTMjxyPSkimw.NbIDLh27YiQXf2_aqanVRJtOPE8NDxmYPpcIam74rtc&dib_tag=se&keywords=phones&qid=1724398545&sprefix=phone%2Caps%2C229&sr=8-284,Apple,iOS,,128 GB
560,Apple iPhone 13 (256GB) - Midnight,"61,999",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMDkyMjMwNTM4NTQ5MzA5OjE3MjQzOTg1MzE6c3BfYnRmOjIwMDc5NjgyODUxNjAzOjowOjo&url=%2FApple-iPhone-13-256GB-Midnight%2Fdp%2FB09G9BQS98%2Fref%3Dsr_1_246_sspa%3Fcrid%3D1UO0Z6YYHREBN%26dib%3DeyJ2IjoiMSJ9.8-dSj9rc6Gi-0ebAa_OdjiMBreSyqdiSb1rFZynnSflnbGJ7UPiK3VPaQCuezLEWeMHuqzpvJ1-v8OGBSEpW4V8if2iTzAYeNPCAMUF76B3rnQ18QZSHhRT4RVQi9QGUFYOtBUvB81TubkYkN58nl2TSvhDPNhY2WDR4-50QFeFP2ckGm3X7k5alz7Oewz4FVflf-qqp8ucv-HhVoamRrfYDgHyGxcp4Dl78SBPcTHg.ThXHCRFlOHme9ndpLs66Zk10Z9E_8u5Fi9NN25cvuDw%26dib_tag%3Dse%26keywords%3Dphones%26qid%3D1724398531%26sprefix%3Dphone%252Caps%252C229%26sr%3D8-246-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Apple,iOS 14,,256 GB
561,Apple iPhone 13 (256GB) - Midnight,"61,999",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NjQ5NDkxNDM5MDEwNzQyOjE3MjQzOTg1NzY6c3BfYnRmOjIwMDc5NjgyODUxNjAzOjowOjo&url=%2FApple-iPhone-13-256GB-Midnight%2Fdp%2FB09G9BQS98%2Fref%3Dsr_1_453_sspa%3Fcrid%3D1UO0Z6YYHREBN%26keywords%3Dphones%26qid%3D1724398576%26sprefix%3Dphone%252Caps%252C229%26sr%3D8-453-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Apple,iOS 14,,256 GB
562,"DPetals Rosemary Essential Oil for Balance, Wellness, Relaxation, Skin Care, Hair & Scalp Care, Hair Fall, Anti-Dandruff, Hair Growth, Aromatherapy, Diffuser, Pure & Natural | 15ml",350,https://aax-eu.amazon.in/x/c/JBM333Bqu9AG-17jwTPwEyQAAAGRfijL1wMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDEgICBJ_mih/https://www.amazon.in/DPetals-Essential-Relaxation-Anti-Dandruff-Aromatherapy/dp/B0D9SK7PVX/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1%3Aamzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1&crid=1UO0Z6YYHREBN&cv_ct_cx=phones&dib=eyJ2IjoiMSJ9.Ya0HIDFBdhXNWDwaocXX7A.Q_yh6eJ2z4S5b70fUjvPUwHCnc2CVWlU0Z72BE3WibI&dib_tag=se&keywords=phones&pd_rd_i=B0D9SK7PVX&pd_rd_r=5a9719da-9810-4b83-8388-15b62db06221&pd_rd_w=eGa4Z&pd_rd_wg=3z77j&pf_rd_p=0e800d3e-a8c4-466c-97dc-d089e27309f1&pf_rd_r=KCRDMK0207Z9SWYZAM8G&qid=1724398488&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=phone%2Caps%2C229&sr=1-97-06195d41-65bd-48f4-8e70-03d97b6094ec,DPetals,,,
563,"DPetals Rosemary Essential Oil for Balance, Wellness, Relaxation, Skin Care, Hair & Scalp Care, Hair Fall, Anti-Dandruff, Hair Growth, Aromatherapy, Diffuser, Pure & Natural | 15ml",350,https://aax-eu.amazon.in/x/c/JO2gJNaYDDa3K0PG5pwbQLwAAAGRfij09AMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDEgICAqDGAq/https://www.amazon.in/DPetals-Essential-Relaxation-Anti-Dandruff-Aromatherapy/dp/B0D9SK7PVX/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1%3Aamzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1&crid=1UO0Z6YYHREBN&cv_ct_cx=phones&dib=eyJ2IjoiMSJ9.Ya0HIDFBdhXNWDwaocXX7A.Q_yh6eJ2z4S5b70fUjvPUwHCnc2CVWlU0Z72BE3WibI&dib_tag=se&keywords=phones&pd_rd_i=B0D9SK7PVX&pd_rd_r=0857ff14-045b-46e2-9755-3142505d231b&pd_rd_w=4COLC&pd_rd_wg=OqXBp&pf_rd_p=0e800d3e-a8c4-466c-97dc-d089e27309f1&pf_rd_r=V5EPP624Z0VEZZ2DHT5W&qid=1724398498&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=phone%2Caps%2C229&sr=1-129-06195d41-65bd-48f4-8e70-03d97b6094ec,DPetals,,,
564,"DPetals Rosemary Essential Oil for Balance, Wellness, Relaxation, Skin Care, Hair & Scalp Care, Hair Fall, Anti-Dandruff, Hair Growth, Aromatherapy, Diffuser, Pure & Natural | 15ml",350,https://aax-eu.amazon.in/x/c/JF99Q9NkLC_MK-Ksctf4JBgAAAGRfikflgMAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDEgICDA5dyj/https://www.amazon.in/DPetals-Essential-Relaxation-Anti-Dandruff-Aromatherapy/dp/B0D9SK7PVX/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1%3Aamzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1&crid=1UO0Z6YYHREBN&cv_ct_cx=phones&dib=eyJ2IjoiMSJ9.Ya0HIDFBdhXNWDwaocXX7A.Q_yh6eJ2z4S5b70fUjvPUwHCnc2CVWlU0Z72BE3WibI&dib_tag=se&keywords=phones&pd_rd_i=B0D9SK7PVX&pd_rd_r=6e8e00b0-2d6c-4c75-94a1-839262b7d926&pd_rd_w=QoDdy&pd_rd_wg=wqkNR&pf_rd_p=0e800d3e-a8c4-466c-97dc-d089e27309f1&pf_rd_r=N50YT7F5TC0793W84SNF&qid=1724398509&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=phone%2Caps%2C229&sr=1-161-06195d41-65bd-48f4-8e70-03d97b6094ec,DPetals,,,
565,"DPetals Rosemary Essential Oil for Balance, Wellness, Relaxation, Skin Care, Hair & Scalp Care, Hair Fall, Anti-Dandruff, Hair Growth, Aromatherapy, Diffuser, Pure & Natural | 15ml",350,https://aax-eu.amazon.in/x/c/JPgVgyiHWlCGtLDNrUc2G_0AAAGRfilyRgMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDEgICBGdwYX/https://www.amazon.in/DPetals-Essential-Relaxation-Anti-Dandruff-Aromatherapy/dp/B0D9SK7PVX/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1%3Aamzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1&crid=1UO0Z6YYHREBN&cv_ct_cx=phones&dib=eyJ2IjoiMSJ9.Ya0HIDFBdhXNWDwaocXX7A.Q_yh6eJ2z4S5b70fUjvPUwHCnc2CVWlU0Z72BE3WibI&dib_tag=se&keywords=phones&pd_rd_i=B0D9SK7PVX&pd_rd_r=ce0bd294-6312-4daa-b773-3beec8c4fc57&pd_rd_w=nqAzC&pd_rd_wg=7zpyy&pf_rd_p=0e800d3e-a8c4-466c-97dc-d089e27309f1&pf_rd_r=MCE1683S6P8B1ZHYVQ3H&qid=1724398531&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=phone%2Caps%2C229&sr=1-225-06195d41-65bd-48f4-8e70-03d97b6094ec,DPetals,,,
566,"DPetals Rosemary Essential Oil for Balance, Wellness, Relaxation, Skin Care, Hair & Scalp Care, Hair Fall, Anti-Dandruff, Hair Growth, Aromatherapy, Diffuser, Pure & Natural | 15ml",350,https://aax-eu.amazon.in/x/c/JD4V9sv45sCpTNohDDwRj1cAAAGRfioBZQMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDEgICCLRjD4/https://www.amazon.in/DPetals-Essential-Relaxation-Anti-Dandruff-Aromatherapy/dp/B0D9SK7PVX/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1%3Aamzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1&crid=1UO0Z6YYHREBN&cv_ct_cx=phones&dib=eyJ2IjoiMSJ9.Ya0HIDFBdhXNWDwaocXX7A.Q_yh6eJ2z4S5b70fUjvPUwHCnc2CVWlU0Z72BE3WibI&dib_tag=se&keywords=phones&pd_rd_i=B0D9SK7PVX&pd_rd_r=71b49f94-0779-4dae-a595-ebfc2b574d5f&pd_rd_w=wGeHM&pd_rd_wg=qBInD&pf_rd_p=0e800d3e-a8c4-466c-97dc-d089e27309f1&pf_rd_r=TRNNENYZ5WHV5ZX5TQ5K&qid=1724398567&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=phone%2Caps%2C229&sr=1-401-06195d41-65bd-48f4-8e70-03d97b6094ec,DPetals,,,
567,Apple iPhone 15 Pro (128 GB) - Black Titanium,"1,28,200",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNTU4MTg5NDI0ODEyODE1OjE3MjQzOTg1MzY6c3BfYXRmX25leHQ6MzAwMDU3NTk0NTM4OTMyOjowOjo&url=%2FApple-iPhone-15-Pro-128%2Fdp%2FB0CHX7V9TY%2Fref%3Dsr_1_241_sspa%3Fcrid%3D1UO0Z6YYHREBN%26dib%3DeyJ2IjoiMSJ9.JU0Z75zCXA9onHQGLDeD04dFN9XhaaReqSj5rSllZHTBVgj63eK1YTO_ETTXMnxnUV45u7XoBTXkkWmydPHYDxpONGyzlF7zujhL-MIu39IV_E_etgBpyRofkKvbCbkxew6wjMn2k_L1gIOvdbzwa_ozQGOXYEAwemLTOIgMoYnAxRPAd1Mm43ADoi4ZLFhnklhq9_driOPOQt4-btLUg6Lp3iSZdC5U3oTSKnj9gXM.94EaP9EH4QZ0wRv7DuArQKVTKhAWwA9dfNc0CK-NcV0%26dib_tag%3Dse%26keywords%3Dphones%26qid%3D1724398536%26sprefix%3Dphone%252Caps%252C229%26sr%3D8-241-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Apple,iOS,,128 GB
568,Apple iPhone 15 Pro Max (512 GB) - Natural Titanium,"1,70,600",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNTU4MTg5NDI0ODEyODE1OjE3MjQzOTg1MzY6c3BfYXRmX25leHQ6MzAwMDU3NTk0NTQyOTMyOjowOjo&url=%2FApple-iPhone-Pro-Max-512%2Fdp%2FB0CHX5R7C2%2Fref%3Dsr_1_242_sspa%3Fcrid%3D1UO0Z6YYHREBN%26dib%3DeyJ2IjoiMSJ9.JU0Z75zCXA9onHQGLDeD04dFN9XhaaReqSj5rSllZHTBVgj63eK1YTO_ETTXMnxnUV45u7XoBTXkkWmydPHYDxpONGyzlF7zujhL-MIu39IV_E_etgBpyRofkKvbCbkxew6wjMn2k_L1gIOvdbzwa_ozQGOXYEAwemLTOIgMoYnAxRPAd1Mm43ADoi4ZLFhnklhq9_driOPOQt4-btLUg6Lp3iSZdC5U3oTSKnj9gXM.94EaP9EH4QZ0wRv7DuArQKVTKhAWwA9dfNc0CK-NcV0%26dib_tag%3Dse%26keywords%3Dphones%26qid%3D1724398536%26sprefix%3Dphone%252Caps%252C229%26sr%3D8-242-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Apple,iOS,,512 GB
569,Apple iPhone 15 Pro Max (512 GB) - Natural Titanium,"1,70,600",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMzQ5NzA4NzExODgxNDg4OjE3MjQzOTg1NzI6c3BfYnRmOjMwMDA1NzU5NDU0MjkzMjo6MDo6&url=%2FApple-iPhone-Pro-Max-512%2Fdp%2FB0CHX5R7C2%2Fref%3Dsr_1_437_sspa%3Fcrid%3D1UO0Z6YYHREBN%26keywords%3Dphones%26qid%3D1724398572%26sprefix%3Dphone%252Caps%252C229%26sr%3D8-437-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Apple,iOS,,512 GB
570,"Lava Yuva 3 (Cosmic Lavender,4+4*GB RAM,UFS 2.2 128GB Storage)|Premium Glossy Back|Octacore Processor|18W Fast Charging|90Hz Punch Hole Display|13MP AI Triple Camera|Side Fingerprint Sensor","7,299",https://www.amazon.in/Lava-Yuva-Cosmic-Lavender-Fingerprint/dp/B0CT5T86RD/ref=sr_1_243?crid=1UO0Z6YYHREBN&dib=eyJ2IjoiMSJ9.JU0Z75zCXA9onHQGLDeD04dFN9XhaaReqSj5rSllZHTBVgj63eK1YTO_ETTXMnxnUV45u7XoBTXkkWmydPHYDxpONGyzlF7zujhL-MIu39IV_E_etgBpyRofkKvbCbkxew6wjMn2k_L1gIOvdbzwa_ozQGOXYEAwemLTOIgMoYnAxRPAd1Mm43ADoi4ZLFhnklhq9_driOPOQt4-btLUg6Lp3iSZdC5U3oTSKnj9gXM.94EaP9EH4QZ0wRv7DuArQKVTKhAWwA9dfNc0CK-NcV0&dib_tag=se&keywords=phones&qid=1724398536&sprefix=phone%2Caps%2C229&sr=8-243,Lava,Android 13.0,4 GB,
571,"realme 13 Pro+ 5G (512, Emerald Green, New)","33,940",https://www.amazon.in/realme-Pro-512-Emerald-Green/dp/B0DBLXZLGQ/ref=sr_1_244?crid=1UO0Z6YYHREBN&dib=eyJ2IjoiMSJ9.JU0Z75zCXA9onHQGLDeD04dFN9XhaaReqSj5rSllZHTBVgj63eK1YTO_ETTXMnxnUV45u7XoBTXkkWmydPHYDxpONGyzlF7zujhL-MIu39IV_E_etgBpyRofkKvbCbkxew6wjMn2k_L1gIOvdbzwa_ozQGOXYEAwemLTOIgMoYnAxRPAd1Mm43ADoi4ZLFhnklhq9_driOPOQt4-btLUg6Lp3iSZdC5U3oTSKnj9gXM.94EaP9EH4QZ0wRv7DuArQKVTKhAWwA9dfNc0CK-NcV0&dib_tag=se&keywords=phones&qid=1724398536&sprefix=phone%2Caps%2C229&sr=8-244,realme,ColorOS v14.1.0 (Based on Android 14),12 GB,512 GB
572,"Motorola Edge 50 Pro 5G with 125W Charger (Black Beauty, 12GB RAM, 256GB Storage)| 24GB (12+12) RAM with RAM Boost | 50MP+13MP+10MP | 50MP Front Camera | 125W TurboPower Charging | IP68 Waterproof","35,990",https://www.amazon.in/Motorola-Charger-TurboPower-Charging-Waterproof/dp/B0D37Y31YB/ref=sr_1_245?crid=1UO0Z6YYHREBN&dib=eyJ2IjoiMSJ9.JU0Z75zCXA9onHQGLDeD04dFN9XhaaReqSj5rSllZHTBVgj63eK1YTO_ETTXMnxnUV45u7XoBTXkkWmydPHYDxpONGyzlF7zujhL-MIu39IV_E_etgBpyRofkKvbCbkxew6wjMn2k_L1gIOvdbzwa_ozQGOXYEAwemLTOIgMoYnAxRPAd1Mm43ADoi4ZLFhnklhq9_driOPOQt4-btLUg6Lp3iSZdC5U3oTSKnj9gXM.94EaP9EH4QZ0wRv7DuArQKVTKhAWwA9dfNc0CK-NcV0&dib_tag=se&keywords=phones&qid=1724398536&sprefix=phone%2Caps%2C229&sr=8-245,Motorola,Android 14,12 GB,
573,"Realme C30 (Denim Black, 3GB RAM, 32GB Storage)","6,799",https://www.amazon.in/Realme-Denim-Black-32GB-Storage/dp/B0B6C8XMSS/ref=sr_1_246?crid=1UO0Z6YYHREBN&dib=eyJ2IjoiMSJ9.JU0Z75zCXA9onHQGLDeD04dFN9XhaaReqSj5rSllZHTBVgj63eK1YTO_ETTXMnxnUV45u7XoBTXkkWmydPHYDxpONGyzlF7zujhL-MIu39IV_E_etgBpyRofkKvbCbkxew6wjMn2k_L1gIOvdbzwa_ozQGOXYEAwemLTOIgMoYnAxRPAd1Mm43ADoi4ZLFhnklhq9_driOPOQt4-btLUg6Lp3iSZdC5U3oTSKnj9gXM.94EaP9EH4QZ0wRv7DuArQKVTKhAWwA9dfNc0CK-NcV0&dib_tag=se&keywords=phones&qid=1724398536&sprefix=phone%2Caps%2C229&sr=8-246,realme,Android,3 GB,3 GB
